@relation 'final_with_weka_header-weka.filters.unsupervised.attribute.Remove-R1-2,21-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9,11-12,17'

@attribute ncls numeric
@attribute slc numeric
@attribute regexpsl numeric
@attribute method_length numeric
@attribute cdac numeric
@attribute cfoc numeric
@attribute ccn numeric
@attribute nppathc numeric
@attribute nbug1 numeric

@data
76,3,18,0,0,2,0,1,0.247277
147,7,37,0,0,1,3,3,0.081431
18,1,1,0,0,0,0,0,0.081431
285,16,59,0,1,1,4,4,2.079193
63,5,14,0,0,3,0,0,0.34705
151,24,15,0,1,1,2,0,0.415037
4,2,1,0,0,0,0,0,0.47619
91,6,4,0,1,1,1,1,1.666667
696,92,85,0,1,2,2,6,1.853742
321,3,38,0,0,1,0,0,0.368495
52,0,5,0,0,1,0,0,0.081704
113,5,5,0,1,1,0,0,0.166667
112,3,16,0,0,1,0,0,3.548541
79,2,13,0,1,1,0,0,0.064036
125,8,8,0,1,1,2,1,0.627784
130,0,15,0,1,1,1,0,0.315964
204,0,21,0,0,1,0,0,1.511157
7,0,4,0,0,0,0,0,0.041667
37,0,2,0,0,1,1,1,1.357143
69,0,19,0,0,1,0,0,0.017484
95,0,13,0,0,1,0,0,0.224242
10,1,1,0,0,0,0,0,0.25
114,13,31,0,0,1,1,1,1.514286
19,0,3,0,0,0,0,0,0.02381
25,0,3,0,0,0,0,0,0.036791
152,9,4,0,0,1,2,0,4.653027
59,0,7,0,0,1,1,0,0.208333
105,1,18,0,0,2,0,0,0.195238
82,0,5,0,0,1,1,1,0.166667
55,6,0,0,0,1,0,0,0.094988
169,2,30,0,1,1,1,1,0.34471
40,0,2,0,0,0,1,0,0.52439
201,19,42,0,1,2,2,1,0.34471
325,13,31,0,1,1,6,6,14.918757
122,3,29,0,1,1,0,0,2.015224
27,1,0,0,0,1,0,0,0.064765
22,1,3,0,0,0,0,0,0.267484
86,1,11,0,0,3,0,0,1.833333
159,8,20,0,0,1,4,2,2.649221
26,0,2,0,0,1,0,0,0.184654
11,0,0,0,0,1,0,0,0.355911
67,2,0,0,0,1,2,1,0.289942
11,0,16,0,0,0,0,0,1.079193
76,11,26,0,0,0,0,0,0.5
8,0,1,0,0,0,0,0,0.008475
188,18,30,0,1,2,2,2,2.646524
130,12,41,0,1,2,0,0,1.5
11,0,0,0,0,0,0,0,0.144204
690,159,134,0,0,1,12,11,3.272471
326,30,0,0,0,1,4,3,1.081432
35,3,12,0,0,1,0,0,0.284815
15,0,1,0,0,0,0,0,0.009009
154,19,20,0,1,1,1,1,1.115415
85,3,4,0,0,1,2,1,0.014286
88,1,33,0,0,0,1,0,0.546512
138,0,19,0,1,2,0,0,10.689051
170,2,78,0,0,1,1,1,2.872655
13,1,0,0,0,0,0,0,0.009009
414,127,64,2,1,1,6,5,3.619048
49,0,4,0,0,1,1,1,0.02381
43,2,2,0,0,1,0,0,1.437325
47,3,5,0,0,1,0,0,0.260979
122,10,47,0,1,1,2,3,2.333333
127,6,9,0,1,1,1,0,4.340476
87,1,0,0,0,3,0,0,1.333333
278,46,44,0,1,1,0,0,4.813155
277,3,27,0,0,0,0,0,0.285162
44,12,26,0,0,0,0,0,1.303992
197,24,6,1,0,1,1,0,0.193578
399,63,5,0,1,1,0,0,0.547619
113,0,54,1,1,1,0,0,0.5
57,1,6,0,0,0,0,0,1.280224
137,5,23,0,1,1,0,0,1.291667
64,0,19,0,0,1,0,0,0.261157
214,26,7,1,0,1,1,0,0.193578
226,1,0,0,0,1,0,0,1
54,2,5,0,0,1,1,0,0.494787
28,2,0,0,0,1,0,0,0.008772
29,2,0,0,0,1,0,0,0.064765
28,0,3,0,0,1,0,0,0.041667
31,0,3,0,0,1,0,0,0.041667
958,52,9,1,1,2,14,4,4.081431
71,13,19,0,0,1,1,1,0.284944
83,6,5,0,0,0,1,2,0.041293
85,7,6,0,0,0,2,2,1.584127
65,2,13,0,0,1,2,0,0.562892
48,0,17,0,1,1,0,0,0.5
193,0,25,0,0,1,2,1,0.180952
366,29,57,0,1,1,5,3,7.224057
171,52,26,0,1,1,3,2,2.070068
184,13,17,0,0,1,1,1,1.470457
8,1,1,0,0,0,0,0,0.25
26,0,2,0,0,1,0,0,0.184654
56,0,13,0,0,1,0,0,2.47757
143,21,27,0,1,1,2,2,1.475
67,12,13,0,0,1,1,1,0.040914
80,14,17,0,0,1,1,1,1.491667
132,8,15,0,1,1,2,2,4.243578
223,10,40,0,1,1,7,2,6.217816
32,1,8,0,0,1,0,0,0.017484
209,49,70,0,1,1,0,0,4.493423
29,2,0,0,0,1,0,0,0.064765
31,0,3,0,0,1,0,0,0.041667
33,0,0,0,0,0,0,0,0.831431
141,47,24,1,1,1,1,1,3.593478
101,5,18,0,1,1,0,0,0.564036
30,4,9,0,0,1,0,0,0.009009
61,7,7,0,0,1,1,1,0.108625
36,79,17,0,0,1,1,1,0.064036
123,9,26,0,0,1,1,1,0.333333
117,0,34,0,0,1,0,0,1.149393
50,4,13,0,0,0,0,0,0.500534
20,1,5,0,0,0,0,0,1.5
28,0,32,0,0,0,0,0,0.028571
34,8,3,0,0,1,1,0,0.958135
17,0,18,0,0,1,0,0,0.576923
69,0,26,0,0,0,0,0,0.208333
53,2,5,0,1,1,1,1,0.191056
8,3,2,0,0,0,0,0,0.199074
124,2,14,0,0,1,0,0,1.520238
11,0,8,0,0,0,0,0,0.079193
81,6,4,0,0,1,0,0,0.112656
24,0,0,0,0,0,0,0,0.25
120,10,1,0,0,1,0,0,0.156787
120,5,6,0,1,1,1,1,0.311111
357,23,13,0,1,1,0,0,2.936061
73,4,21,0,0,0,0,0,0.297619
100,1,14,0,0,1,0,0,1.89449
309,3,0,0,0,1,0,0,0.285162
160,2,6,0,0,1,0,0,0.111111
277,3,17,0,0,0,0,0,0.118495
100,5,37,0,0,1,0,1,0.537665
308,16,17,0,1,1,1,1,1.773948
384,3,28,0,0,2,0,0,1.853406
257,8,70,0,0,2,3,1,0.066002
154,1,0,0,1,1,0,0,0.064036
642,23,144,0,1,1,0,0,10.537121
501,37,59,0,1,1,0,0,4.319887
224,16,27,0,0,1,0,0,2.805556
311,51,142,0,0,1,0,0,6.77891
48,1,4,0,0,1,0,0,0.741667
132,59,8,0,0,2,3,3,5.932588
47,0,16,0,0,1,0,0,0.376812
22,0,2,0,0,1,0,0,0.026791
24,4,7,0,0,0,0,0,1.47044
10,0,2,0,0,0,0,0,0.333333
429,19,42,0,0,7,5,5,0.644444
16,0,1,0,0,0,0,0,0.333333
94,6,13,0,1,1,0,0,0.029417
124,5,6,0,1,1,1,1,0.333333
75,6,1,0,0,1,1,1,1.183333
104,16,0,0,0,2,2,2,4.271218
28,2,0,0,0,1,0,0,0.064765
12,0,2,0,0,0,0,0,0.5
79,2,3,0,0,1,2,1,0.539942
22,0,0,0,0,0,0,0,0.594877
278,100,37,1,1,1,4,3,0.629226
109,42,49,0,0,1,0,0,1.559261
88,2,8,0,1,1,1,1,7.928018
62,4,0,0,0,1,1,0,1.583333
142,2,29,0,0,0,2,3,0.095238
215,8,64,0,0,2,2,2,2.62758
139,4,23,0,0,1,1,1,0.685221
28,2,0,0,0,1,0,0,0.064765
15,0,2,0,0,0,0,0,0.017484
348,3,102,0,1,3,4,2,1
52,3,8,0,0,1,0,0,0.028571
48,14,8,0,0,0,1,1,0.375
46,4,12,0,0,0,0,1,0.809524
79,13,17,0,0,1,1,0,1.491667
233,3,2,0,1,1,2,3,0.576191
473,32,10,1,0,1,9,6,1
132,5,8,0,1,1,0,0,0.052632
19,6,1,0,0,0,0,0,0.5
663,18,44,0,1,1,0,0,6.949891
1047,5,215,0,1,1,0,1,9.27703
205,3,15,0,0,0,0,0,0.368495
102,8,11,0,1,1,0,0,0.097972
220,1,54,0,1,1,0,0,0.606497
212,14,5,0,1,2,0,1,0.676874
147,6,28,0,1,1,0,0,4.824966
72,5,24,0,0,1,1,1,4.176236
38,2,3,0,0,1,0,0,0.253968
265,76,9,0,1,1,0,0,0.553571
333,8,0,0,1,1,3,3,2.187347
73,0,6,0,0,1,2,2,0.666667
81,0,21,0,0,1,0,0,0.4183
99,5,23,0,1,1,0,0,0.433333
54,4,13,0,0,1,0,0,2.650046
44,2,9,0,0,1,1,1,0.017484
23,0,0,0,0,1,0,0,0.026791
29,0,0,0,0,1,0,0,0.081431
21,0,4,0,0,0,0,0,0.125
49,0,16,0,0,1,0,0,0.029925
253,69,116,0,1,1,4,4,1
141,13,0,0,0,1,3,1,1.472741
247,102,14,0,1,2,5,5,1.812075
31,0,7,0,0,1,0,0,0.041667
23,0,22,0,0,1,0,0,0.008475
68,2,0,0,0,1,2,1,0.289942
79,2,3,0,0,1,2,1,0.289942
76,0,6,0,0,1,0,0,0.014286
120,2,19,0,0,1,2,1,0.1
79,2,3,0,0,1,2,1,0.289942
84,1,16,0,0,1,0,0,0.913456
9,1,1,0,0,0,0,0,0.055556
90,1,13,0,0,1,0,0,0.247277
8,1,3,0,0,0,0,0,0.225
32,0,0,0,0,0,0,0,1.745882
30,8,11,0,0,0,0,0,0.965909
193,1,0,0,0,1,3,2,0.066667
101,31,36,0,0,2,1,0,1.846676
120,25,33,0,0,1,3,2,2.472222
99,16,29,0,1,1,0,0,3.052939
31,0,3,0,0,1,0,0,0.041667
50,0,4,0,0,1,1,1,0.02381
29,1,5,0,0,0,1,0,1.5
8,3,0,0,0,0,0,0,0.0625
7,0,9,0,0,0,0,0,0.237325
173,29,23,1,1,1,2,1,5.91743
134,3,18,0,1,1,2,0,0.804649
40,0,4,0,0,1,0,0,0.509425
0,0,0,0,0,0,0,0,1.285714
74,13,10,0,1,1,1,1,0.017484
110,35,31,0,0,1,4,3,0.041667
397,13,209,0,0,1,0,1,3.977824
140,1,28,0,1,1,0,0,7.794445
404,105,55,0,0,4,0,0,0.849985
302,2,4,0,1,1,4,3,0.1
263,20,77,0,0,1,0,0,3.127203
39,0,9,0,0,1,0,0,0.333333
277,3,25,0,0,0,0,0,0.118495
33,0,2,0,0,0,0,0,2.083333
233,16,83,0,1,1,1,0,0.5
34,2,7,0,0,1,0,0,0.075083
1378,20,419,0,1,2,2,1,10.567296
217,21,40,0,1,1,0,0,2.174145
33,0,2,0,0,1,0,0,0.267857
401,7,0,1,1,1,3,2,0.203458
64,0,2,0,0,1,1,1,0.267857
30,0,0,0,0,0,0,0,1.676191
36,1,9,0,0,1,1,1,0.017484
15,0,4,0,0,0,0,0,0.041667
193,0,32,0,1,1,3,1,5.583334
28,1,32,0,0,0,0,0,0.046512
229,13,42,0,1,1,4,3,0.315093
39,3,8,0,0,1,1,1,0.0625
247,10,8,1,1,1,4,4,1.333333
206,12,33,0,0,1,2,1,3.81038
44,1,2,0,0,0,0,0,0.081431
24,0,0,0,0,1,0,0,0.08836
21,2,8,0,0,1,0,0,0.25
20,0,3,0,0,1,0,0,0.041667
117,29,1,0,1,1,1,1,0.542566
12,0,2,0,0,0,0,0,0.017484
290,44,58,0,1,2,5,5,19.04394
31,0,6,0,0,1,0,0,0.041667
56,0,28,0,0,1,0,0,0.070975
39,2,0,0,0,1,0,0,0.228571
126,23,18,0,1,1,2,1,2.665711
120,5,16,0,0,1,1,1,0.646149
109,9,0,0,0,1,3,2,0.120224
7,0,0,0,0,0,0,0,0.594877
43,0,6,0,0,1,0,0,2.741667
142,17,11,0,0,1,3,1,6.158416
136,15,2,0,0,1,1,1,0.694702
249,82,32,0,1,1,4,4,4.540077
38,0,2,0,0,0,0,0,0.017484
210,25,0,0,0,1,3,1,2.848504
17,3,2,0,0,0,0,0,0.333333
9,0,0,0,0,0,0,0,3.22205
149,3,13,0,1,1,3,2,2.935638
79,7,10,0,0,1,1,0,0.041667
104,1,14,0,0,1,0,0,1.381349
102,3,16,0,0,1,0,0,1.037892
70,1,13,0,0,1,1,0,0.34471
49,0,12,0,0,1,0,0,0.017484
12,0,1,0,0,0,0,0,0.2
37,1,0,0,0,1,0,0,0.066667
167,13,89,0,1,1,0,1,2.866667
26,0,2,0,0,1,0,0,0.05068
62,2,4,0,0,1,0,0,0.576923
43,2,0,0,0,0,0,0,0.013514
19,1,0,0,0,0,0,0,0.078869
653,30,105,0,1,3,4,8,9.637272
61,5,16,0,0,0,0,0,0.297619
103,9,19,0,1,1,0,0,8.087153
30,0,3,0,0,1,0,0,0.666667
128,23,4,0,1,1,2,2,0.76805
100,1,10,0,1,1,1,0,1
102,1,22,0,0,1,0,0,1.002907
558,76,1,0,1,2,4,3,1.598539
460,49,214,0,1,1,0,0,1
644,2,279,0,0,1,0,0,1.674242
64,3,0,0,0,0,0,0,0.333333
263,2,1,0,1,2,0,0,0.5
45,4,2,0,0,0,0,0,4
54,0,0,0,0,1,0,0,1.561157
34,2,4,0,0,0,0,0,0.18415
162,0,28,0,0,1,1,1,2.165678
13,0,0,0,0,0,0,0,0.2
27,0,28,0,0,0,0,0,0.181349
43,1,0,0,0,1,0,0,3.141667
63,1,9,0,0,1,0,0,0.1
57,3,16,0,0,2,1,1,0.5
319,34,94,0,0,2,5,3,2.195238
379,206,83,1,2,3,6,4,5.411039
12,0,2,0,0,0,0,0,0.5
53,0,10,0,0,1,0,0,0.657635
49,6,4,0,0,1,1,0,0.458824
52,0,9,0,0,1,0,0,0.270408
24,0,5,0,0,1,0,0,0.353742
182,0,24,0,1,1,4,4,1.583333
287,99,0,0,1,3,3,2,3.29881
15,1,2,0,0,0,0,0,0.225
41,1,48,0,0,0,0,0,0.157623
10,2,13,0,0,0,0,0,0.795659
83,11,6,0,0,1,1,1,0.5
150,9,33,0,0,2,2,2,3.037526
238,62,46,0,1,2,5,5,2.904192
166,11,0,0,1,1,2,2,0.081431
26,0,2,0,0,1,0,0,0.184654
31,0,7,0,0,1,0,0,0.142403
53,3,2,0,1,1,1,0,0.009009
44,1,8,0,0,1,0,0,1.95
17,0,3,0,0,0,0,0,0.064516
131,7,2,0,1,1,2,1,0.950397
109,7,0,0,1,1,1,1,0.551596
325,58,104,1,1,1,3,3,30.023987
55,0,7,0,0,2,1,0,0.014286
87,27,21,0,0,1,1,1,3.157115
39,2,6,0,0,1,0,0,0.078322
162,20,41,0,1,1,4,4,0.396488
28,0,4,0,0,0,0,0,0.965909
283,19,0,0,1,1,5,4,7.275
142,38,4,1,0,1,1,1,0.160354
43,5,10,0,0,1,0,1,0.133333
282,11,58,0,1,1,3,3,6.664225
60,8,5,0,0,1,1,1,2.860145
63,6,2,0,0,1,0,0,0.5
199,19,18,0,0,1,3,3,1.893178
133,18,27,0,1,1,0,0,0.5
49,10,20,0,0,1,0,0,0.087619
206,27,25,0,1,1,1,1,1.261157
42,2,7,0,0,0,0,0,0.5
140,7,40,0,0,1,0,0,0.7
128,12,8,0,0,0,0,0,2.002778
51,0,11,0,0,1,0,0,0.333333
77,5,14,0,0,1,0,0,0.43018
208,13,128,0,1,1,0,0,5.426633
42,0,9,0,0,1,0,0,0.513513
49,0,8,0,0,1,0,0,0.5
87,1,6,0,0,0,0,0,0.555556
135,12,31,0,1,2,0,0,1.444444
818,132,242,0,0,1,0,0,0.277778
291,46,15,0,0,1,0,0,2.892857
43,7,5,0,0,1,0,0,1.14939
346,37,2,0,1,1,0,0,2.945681
285,10,160,0,0,1,0,0,4.291667
30,2,12,0,0,0,0,0,1
271,31,74,1,1,1,3,2,1.235107
191,37,31,0,1,1,2,2,3.404062
209,103,9,0,1,1,3,3,0.312845
106,5,0,0,0,1,2,0,0.256852
80,0,1,0,0,1,1,1,1.874129
125,12,0,0,0,2,3,2,1.637128
234,33,22,0,1,1,2,2,0.027973
45,1,1,0,0,1,0,0,0.333333
360,54,40,1,1,1,4,3,23.43992
134,7,37,0,1,2,2,1,9.85
26,0,2,0,0,1,0,0,0.184654
21,0,2,0,0,1,0,0,0.041667
19,0,10,0,0,1,0,0,10.684731
89,8,8,0,1,1,1,1,4.670635
139,11,41,0,0,3,1,1,3
30,2,8,0,0,1,0,0,0.142403
28,0,4,0,0,1,0,0,0.041667
31,0,3,0,0,1,0,0,0.041667
31,0,4,0,0,1,0,0,0.041667
29,0,32,0,0,0,0,0,0.028571
14,2,0,0,0,0,0,0,0.062247
70,9,12,0,0,1,1,1,0.525544
97,17,22,0,0,3,2,3,2.057143
47,0,12,0,1,1,0,0,0.188034
222,0,13,0,0,1,3,0,4.25
28,0,4,0,0,1,0,0,1.833333
10,0,6,0,0,0,0,0,0.25
155,28,65,0,0,1,6,2,4.607504
10,0,5,0,0,0,0,0,0.295455
7,3,6,0,0,0,0,0,1.754809
24,0,20,0,0,0,0,0,0.285714
117,7,31,0,0,0,2,0,0.142857
79,0,0,0,0,1,1,0,0.353571
40,2,0,0,0,1,1,0,0.066667
117,1,19,0,0,1,3,1,0.564765
20,0,21,0,0,1,0,0,0.245859
30,0,4,0,0,1,0,0,0.041667
169,0,26,0,1,1,0,0,2.304014
704,17,5,0,1,1,10,12,0.72619
201,6,9,0,0,1,0,0,0.356815
149,9,0,0,0,1,0,0,0.644444
95,24,21,0,0,1,0,0,1.013514
627,22,506,0,1,1,0,0,9.497558
259,26,17,0,0,2,1,1,0.27426
57,0,2,0,0,1,0,1,0.267857
219,17,37,0,1,1,2,2,0.583333
130,1,26,0,0,1,0,0,0.013514
311,70,47,0,1,1,2,2,0.166667
106,0,20,0,0,1,0,0,2.733333
976,2,180,0,0,1,0,0,0.533333
1531,124,329,0,0,1,0,0,0.698016
189,1,58,0,1,1,1,0,2.070125
30,0,0,0,0,0,0,0,1.033333
285,5,77,0,0,1,0,0,7.75
581,42,5,1,1,1,1,1,0.635965
91,1,6,0,0,2,0,0,0.166667
177,20,37,0,0,1,0,0,1.166667
106,8,3,0,1,1,1,1,0.166667
330,32,17,1,1,3,3,3,0.25
139,10,20,0,0,1,0,0,1.792347
16,2,4,0,0,0,0,0,1
24,1,4,0,0,0,0,0,0.037892
51,44,5,0,0,1,0,0,4.093121
11,1,1,0,0,0,0,0,0.25
6,0,2,0,0,0,0,0,0.225
20,2,2,0,0,0,0,0,0.414286
37,3,12,0,0,1,0,0,0.260747
256,4,37,0,0,1,1,0,0.184484
203,63,45,0,1,2,4,4,1.237526
82,2,8,0,0,1,1,0,0.775
27,2,0,0,0,1,0,0,0.026791
617,120,303,0,1,1,12,10,7.196387
55,1,14,0,0,1,0,0,0.142857
116,17,19,0,0,1,1,1,1.543698
9,0,0,0,0,0,0,0,0.144204
99,16,46,0,0,1,1,1,2.163387
160,16,19,0,0,1,3,3,1.233333
61,0,0,0,0,1,1,1,0.014286
289,59,98,0,1,5,7,7,0.351034
63,4,1,0,0,0,2,1,0.300595
75,6,14,0,0,1,1,0,0.5
72,12,11,0,0,1,1,1,1.331624
11,0,0,0,0,0,0,0,1.75
5,1,1,0,0,0,0,0,0.111111
57,0,9,0,0,1,0,0,1
60,20,21,0,0,1,1,1,3.746849
113,7,0,0,0,1,2,2,2.916667
238,55,57,1,1,2,4,4,0.541667
171,5,0,0,0,2,2,3,0.166667
132,1,11,0,1,1,1,1,0.5
236,28,16,0,0,2,3,3,0.166667
141,19,44,0,0,1,0,0,1
257,4,7,0,0,1,1,1,0.583333
101,21,9,0,1,1,0,0,0.25
76,0,9,0,0,1,0,0,0.311474
262,32,8,0,0,1,3,3,1.076441
82,0,16,0,0,0,0,0,1
191,0,13,0,0,1,0,0,1.311474
127,1,16,0,0,1,5,4,0.345559
27,7,0,0,0,0,0,0,0.166667
365,8,78,0,1,3,0,1,0.666667
336,5,18,0,1,1,0,0,2.602147
192,34,0,0,0,1,0,0,0.392857
147,23,31,0,1,3,0,0,0.14939
827,2,34,0,1,1,23,1,5.063809
58,11,23,0,1,1,0,0,4.702698
150,19,21,0,1,1,0,0,1.061157
104,0,6,0,0,0,0,0,1.5
102,9,3,0,1,1,1,1,0.166667
269,11,5,1,0,1,2,2,0.052632
1652,260,139,2,1,1,33,31,12.892737
75,23,16,0,1,1,1,1,0.416667
122,10,46,0,0,1,3,3,1.25
28,0,33,0,0,0,0,0,0.041667
24,0,2,0,0,1,0,0,0.333333
4,0,0,0,0,0,0,0,0.017484
59,0,5,0,0,1,0,0,0.081431
110,23,5,0,1,1,1,0,0.938435
132,35,22,0,1,1,2,2,2.809524
46,14,14,0,0,1,0,0,0.786285
101,12,0,0,0,1,2,1,1.25
121,5,11,0,1,2,2,2,0.907407
9,0,0,0,0,0,0,0,0.144204
104,12,0,0,0,1,2,2,0.993478
91,2,11,0,0,1,0,0,0.444983
24,0,2,0,0,0,0,0,0.064036
65,4,0,0,0,1,2,0,0.300595
11,0,5,0,0,0,0,0,0.333868
107,8,6,0,0,1,2,1,0.064765
64,4,0,0,0,1,2,0,0.300595
16,0,3,0,0,0,0,0,0.5
48,0,11,0,0,1,0,0,0.131349
268,8,5,0,2,3,0,0,0.59881
10,2,3,0,0,0,0,0,0.25
28,1,27,0,0,0,0,0,0.046512
62,1,2,0,0,0,0,0,1.5
167,6,4,0,1,1,0,0,0.052632
90,2,1,0,0,1,0,0,1.893009
26,2,10,0,0,0,0,0,0.333333
215,11,83,0,1,1,0,0,1.826135
121,13,17,0,1,1,0,0,5.540707
163,60,69,0,0,1,0,0,0.25
91,4,25,0,0,1,0,0,1.294444
113,5,30,0,0,1,0,0,1.47619
63,14,5,0,0,0,0,0,0.052632
109,9,3,0,1,1,1,1,0.166667
27,0,28,0,0,0,0,0,0.070238
57,0,5,0,1,1,0,0,1.985451
145,0,0,0,0,1,2,2,0.166667
11,0,0,0,0,1,0,0,0.25
30,10,1,0,0,1,0,0,0.290283
124,7,22,0,1,1,2,1,6.219048
73,24,11,0,1,2,2,0,1.883333
339,49,95,0,1,2,9,7,2.625
50,0,9,0,0,1,1,0,0.97619
273,85,41,0,1,3,3,2,3.39573
11,0,0,0,0,0,0,0,2.239643
9,0,0,0,0,0,0,0,0.144204
58,9,3,0,0,1,1,1,0.018182
103,14,0,0,0,1,2,1,0.925595
64,4,0,0,0,1,2,0,0.300595
99,9,0,0,0,1,3,0,0.148214
372,71,8,1,1,2,7,5,1.639423
84,27,20,0,0,1,2,1,0.25
394,32,4,0,1,1,0,0,0.052632
684,31,101,0,1,3,4,8,1.03624
43,0,0,0,0,1,1,1,0.333333
143,1,20,0,1,1,0,0,3.066943
430,30,124,0,1,2,0,0,2.928791
112,2,0,0,0,1,2,2,0.052632
13,2,4,0,0,0,0,0,0.076923
727,118,21,1,1,1,14,10,0.956391
81,11,6,0,0,1,1,1,0.5
2,0,0,0,0,0,0,0,0.6
25,2,12,0,0,0,0,0,0.166667
160,22,25,0,1,1,1,1,1.239137
397,7,88,1,0,3,3,1,1.094444
75,4,12,0,0,1,1,0,2.825
265,36,1,0,1,1,3,3,0.513995
123,15,8,0,0,1,0,0,0.188921
9,0,0,0,0,0,0,0,0.144204
64,4,0,0,0,1,2,0,0.300595
197,23,31,0,1,2,2,2,3.814508
186,51,55,1,1,1,3,2,1.175433
134,39,31,0,0,1,2,2,4.54898
3,0,0,0,0,0,0,0,0.066667
203,15,0,0,0,1,3,3,0.061157
186,10,0,0,1,1,3,3,0.013514
91,1,25,0,0,2,0,0,0.2
145,16,5,0,1,1,0,0,1.342857
153,2,86,0,1,1,0,0,0.138393
1189,69,144,0,1,2,2,1,23.278131
890,7,182,0,1,1,0,0,0.625
94,7,12,0,1,1,1,1,0.166667
205,5,13,0,1,1,0,0,0.833333
171,11,12,0,0,1,1,1,0.052632
627,110,144,0,1,1,13,8,3.106432
488,85,34,0,1,1,6,7,0.708333
17,0,8,0,0,0,0,0,0.064036
114,15,45,0,0,1,1,1,4.226811
14,2,2,0,0,0,0,0,0.333333
12,0,3,0,0,0,0,0,0.142857
47,17,9,0,0,1,1,0,1.165037
31,0,5,0,0,1,0,0,0.041667
166,5,17,0,1,2,1,1,0.531852
9,0,1,0,0,0,0,0,0.081704
8,0,3,0,0,0,0,0,0.25
86,0,26,0,0,1,0,0,0.395238
52,27,14,0,0,1,0,0,0.029412
29,0,3,0,0,0,0,0,0.017484
13,0,5,0,0,0,0,0,3.163691
27,0,34,0,0,0,0,0,0.041667
48,0,11,0,0,1,0,0,0.131349
9,0,0,0,0,0,0,0,0.444444
2,0,4,0,0,0,0,0,0.695659
166,4,4,0,1,1,0,0,0.052632
32,0,12,0,0,0,0,0,0.666667
1198,82,291,0,1,2,2,1,1.838638
899,8,133,0,0,2,0,0,1.309524
79,0,4,0,0,1,0,0,1.427778
411,16,154,0,1,1,10,0,0.5
65,5,5,0,0,1,0,0,0.926236
57,3,17,0,0,1,0,0,1
125,9,48,0,0,1,0,0,0.420952
106,0,3,0,0,0,0,0,0.5
99,9,5,0,1,1,1,1,0.166667
50,1,5,0,0,0,0,0,0.75
12,5,2,0,0,0,0,0,0.730703
31,3,8,0,0,0,0,0,0.145198
12,0,3,0,0,0,0,0,0.16369
25,5,3,0,0,0,0,0,0.059095
27,3,4,0,0,1,0,0,0.209234
61,0,5,0,0,1,1,1,0.184524
10,0,1,0,0,0,0,0,0.081431
193,0,40,0,0,2,1,1,0.061905
100,17,28,0,0,2,1,1,1.145832
65,4,0,0,0,1,2,0,0.081431
31,0,1,0,0,1,0,0,0.642857
28,0,1,0,0,1,0,0,0.175791
92,9,3,0,0,1,2,2,0.173528
424,55,46,1,0,2,2,1,4.916667
56,0,0,0,0,1,0,1,0.052632
115,2,21,0,0,0,0,0,9.775
137,15,15,0,1,1,2,1,3.939588
32,1,2,0,0,1,1,1,0.25
63,3,0,0,0,1,2,1,0.75
45,2,12,0,0,0,1,0,0.883333
14,0,3,0,0,0,0,0,0.698291
14,0,5,0,0,0,0,0,1.142857
70,0,0,0,0,1,0,1,0.052632
74,0,0,0,0,1,0,1,0.320489
84,0,21,0,0,1,0,0,0.6
369,16,24,0,1,1,2,1,0.536791
140,8,56,0,0,1,0,0,1.1
134,21,16,0,0,1,0,0,0.400093
3233,325,193,1,1,2,1,7,5.789019
28,0,28,0,0,0,0,0,0.166667
306,21,85,0,1,1,2,2,2.032408
36,12,0,0,0,1,0,0,0.156798
21,0,2,0,0,1,0,0,0.041667
50,4,5,0,0,2,0,0,1
913,16,64,0,1,1,4,6,9.433465
35,0,7,0,0,1,1,0,0.25
92,1,7,0,0,1,0,0,0.333333
46,2,2,0,0,1,0,0,0.061157
31,0,9,0,0,0,0,0,1.094444
51,1,3,0,0,1,0,0,0.166667
196,6,0,0,0,2,1,1,0.52439
27,0,4,0,0,0,0,0,0.75
133,25,44,0,0,1,1,1,0.166667
590,11,210,0,0,1,0,0,1.332576
167,6,4,0,1,1,0,0,0.052632
99,2,30,0,0,1,1,1,1
854,34,14,1,1,3,12,11,2.625
129,5,17,0,0,1,1,1,0.835944
302,2,4,0,1,1,4,3,0.35
39,7,8,0,0,1,0,0,0.620681
100,10,6,0,1,1,1,1,0.611111
158,20,24,1,1,1,0,0,0.373768
183,11,10,0,1,1,0,0,0.666667
257,43,86,0,1,3,0,0,0.325
117,10,0,0,1,1,0,0,3.266667
32,0,0,0,0,0,0,0,2.5
50,0,6,0,0,1,1,1,0.741667
21,1,0,0,0,1,0,0,0.066917
29,10,1,0,0,1,0,0,0.08836
112,2,67,0,1,1,0,0,2.809356
42,0,7,0,0,0,0,0,0.587619
175,11,65,0,0,2,0,0,1.358333
52,1,13,0,0,1,0,0,0.5
49,0,11,0,0,1,0,0,0.061905
101,3,4,0,0,1,1,1,2.83415
100,9,12,0,0,2,1,1,1.158333
21,3,20,0,0,1,0,0,0.487637
33,0,0,0,0,1,0,0,0.061905
13,0,3,0,0,0,0,0,0.142857
64,7,4,0,0,1,1,1,0.053734
29,2,0,0,0,1,0,0,1.266667
3,0,0,0,0,0,0,0,1.266667
348,11,0,0,0,1,0,0,1
282,4,51,0,0,2,0,0,3.515116
825,14,417,0,1,1,1,0,0.013514
49,3,1,0,0,0,0,0,0.052632
